frame,label,xmin,ymin,xmax,ymax,scaled_xmin,scaled_ymin,scaled_xmax,scaled_ymax,distance,Speed
25,car,902,676,961,719,583.48125,234.7222222222222,621.6468749999999,249.65277777777777,108.8572998046875,12.714886
25,car,1196,675,1287,725,773.6625,234.375,832.5281249999999,251.73611111111111,93.33554077148438,12.714886
25,car,194,567,689,893,125.49375,196.875,445.696875,310.06944444444446,12.41268253326416,12.714886
26,car,1,624,78,914,0.646875,216.66666666666663,50.45625,317.36111111111114,7.664914131164551,12.93565
26,human,782,655,810,732,505.85625,227.4305555555556,523.96875,254.16666666666669,71.2806396484375,12.93565
26,human,739,647,772,735,478.040625,224.65277777777777,499.3875000000001,255.2083333333333,62.72674179077149,12.93565
26,car,901,672,964,718,582.834375,233.3333333333333,623.5875,249.3055555555556,105.8875732421875,12.93565
26,car,1199,675,1289,727,775.6031250000001,234.375,833.8218750000001,252.4305555555556,88.90695190429688,12.93565
26,car,146,561,705,899,94.44375,194.79166666666669,456.046875,312.15277777777777,11.496880531311035,12.93565
27,human,778,656,808,733,503.26875,227.77777777777777,522.675,254.51388888888889,69.8084487915039,12.577443
27,car,1101,676,1141,703,712.209375,234.7222222222222,738.0843749999999,244.09722222222223,178.88424682617188,12.577443
27,human,709,652,737,736,458.634375,226.3888888888889,476.746875,255.5555555555556,63.84137725830078,12.577443
27,human,738,648,771,735,477.39375,225.0,498.740625,255.2083333333333,63.3736457824707,12.577443
27,car,901,670,965,719,582.834375,232.63888888888889,624.234375,249.65277777777777,99.48912811279295,12.577443
27,car,1204,677,1290,726,778.8375,235.06944444444449,834.46875,252.0833333333333,93.99665069580078,12.577443
27,car,117,558,695,891,75.684375,193.75000000000003,449.578125,309.375,11.973114967346191,12.577443
28,human,738,649,768,732,477.39375,225.34722222222223,496.8,254.16666666666669,69.84496307373047,12.569884
28,human,706,652,733,736,456.69375,226.3888888888889,474.159375,255.5555555555556,63.76378631591797,12.569884
28,human,776,656,808,733,501.975,227.77777777777777,522.675,254.51388888888889,69.28227233886719,12.569884
28,car,901,668,966,719,582.834375,231.94444444444443,624.88125,249.65277777777777,96.49153137207033,12.569884
28,car,1208,678,1292,726,781.425,235.41666666666663,835.7625,252.0833333333333,95.49462890625,12.569884
28,car,95,550,686,908,61.453125,190.97222222222223,443.75625,315.27777777777777,10.86306858062744,12.569884
29,human,736,649,766,733,476.1,225.34722222222223,495.50625,254.51388888888889,67.88919830322266,11.236399
29,human,774,657,808,734,500.68125,228.125,522.675,254.8611111111111,67.48568725585938,11.236399
29,human,703,653,734,736,454.753125,226.73611111111111,474.80625,255.5555555555556,65.27210235595703,11.236399
29,car,900,670,966,719,582.1875,232.63888888888889,624.88125,249.65277777777777,99.41635131835938,11.236399
29,car,1206,675,1297,727,780.13125,234.375,838.996875,252.4305555555556,88.66226959228516,11.236399
29,car,55,551,676,910,35.578125,191.31944444444449,437.2875,315.97222222222223,10.340413093566896,11.236399
30,human,732,646,766,736,473.5125,224.3055555555556,495.50625,255.5555555555556,60.84336853027344,11.236399
30,human,777,657,812,734,502.621875,228.125,525.2625,254.8611111111111,67.1809310913086,11.236399
30,human,701,652,731,737,453.459375,226.3888888888889,472.865625,255.9027777777778,62.39347457885742,11.236399
30,car,902,673,966,720,583.48125,233.6805555555556,624.88125,250.0,100.96228790283205,11.236399
30,car,1211,676,1300,727,783.365625,234.7222222222222,840.9375,252.4305555555556,89.93801879882812,11.236399
30,car,27,545,655,916,17.465625,189.23611111111111,423.703125,318.05555555555554,10.049630165100098,11.236399
31,human,700,646,731,739,452.8125,224.3055555555556,472.865625,256.59722222222223,57.11344146728516,10.052288
31,human,731,639,765,734,472.865625,221.875,494.859375,254.8611111111111,61.8423957824707,10.052288
31,human,779,654,815,734,503.915625,227.0833333333333,527.203125,254.8611111111111,65.75755310058594,10.052288
31,car,904,672,968,720,584.775,233.3333333333333,626.175,250.0,99.42906951904295,10.052288
31,car,0,535,664,921,0.0,185.76388888888889,429.525,319.79166666666663,9.585869789123535,10.052288
31,car,1215,675,1299,726,785.953125,234.375,840.290625,252.0833333333333,90.61911010742188,10.052288
32,human,700,647,731,738,452.8125,224.65277777777777,472.865625,256.25,58.61143112182617,10.863518
32,human,778,654,813,734,503.26875,227.0833333333333,525.9093750000001,254.8611111111111,65.85369873046875,10.863518
32,car,907,675,968,719,586.715625,234.375,626.175,249.65277777777777,107.42417907714844,10.863518
32,car,0,527,647,925,0.0,182.98611111111111,418.528125,321.18055555555554,9.783616065979004,10.863518
32,car,1216,674,1301,726,786.5999999999999,234.0277777777778,841.584375,252.0833333333333,89.12255096435547,10.863518
33,human,695,644,729,740,449.578125,223.61111111111111,471.571875,256.94444444444446,55.78002166748047,9.37852
33,human,727,643,761,733,470.2781250000001,223.26388888888889,492.271875,254.51388888888889,66.07774353027344,9.37852
33,car,909,674,967,719,588.009375,234.0277777777778,625.528125,249.65277777777777,105.8328094482422,9.37852
33,human,782,651,815,735,505.85625,226.04166666666663,527.203125,255.2083333333333,63.20280456542969,9.37852
33,car,1215,673,1306,727,785.953125,233.6805555555556,844.8187499999999,252.4305555555556,85.45030975341797,9.37852
33,car,0,543,631,929,0.0,188.54166666666663,408.178125,322.56944444444446,9.15954303741455,9.37852
34,human,696,646,728,738,450.225,224.3055555555556,470.925,256.25,58.38554763793945,8.573713
34,human,725,644,760,734,468.984375,223.61111111111111,491.625,254.8611111111111,64.29025268554688,8.573713
34,human,780,649,813,735,504.5625,225.34722222222223,525.9093750000001,255.2083333333333,62.39898300170898,8.573713
34,car,914,674,966,718,591.24375,234.0277777777778,624.88125,249.3055555555556,109.0883331298828,8.573713
34,car,1213,673,1308,728,784.659375,233.6805555555556,846.1125000000001,252.77777777777777,83.96953582763672,8.573713
34,car,0,543,624,938,0.0,188.54166666666663,403.65,325.6944444444444,8.360581398010254,8.573713
35,human,698,648,739,739,451.51875,225.0,478.040625,256.59722222222223,58.54015350341797,9.900741
35,human,722,647,757,735,467.04375,224.65277777777777,489.6843750000001,255.2083333333333,63.4987907409668,9.900741
35,human,776,654,810,735,501.975,227.0833333333333,523.96875,255.2083333333333,64.61615753173828,9.900741
35,car,916,676,967,718,592.5375,234.7222222222222,625.528125,249.3055555555556,112.25804901123048,9.900741
35,car,1215,672,1311,729,785.953125,233.3333333333333,848.053125,253.12500000000003,81.9014663696289,9.900741
35,car,0,537,611,954,0.0,186.4583333333333,395.240625,331.25,6.753056526184082,9.900741
36,human,690,643,722,739,446.34375,223.26388888888889,467.04375,256.59722222222223,56.415157318115234,10.208132
36,human,778,650,811,736,503.26875,225.69444444444449,524.615625,255.5555555555556,61.53118896484375,10.208132
36,human,725,643,755,738,468.984375,223.26388888888889,488.390625,256.25,56.971717834472656,10.208132
36,car,912,673,967,719,589.9499999999999,233.6805555555556,625.528125,249.65277777777777,104.26187896728516,10.208132
36,car,1212,672,1315,730,784.0124999999999,233.3333333333333,850.640625,253.47222222222223,80.28907012939453,10.208132
36,car,0,538,596,966,0.0,186.8055555555556,385.5375,335.4166666666667,5.239094734191895,10.208132
37,human,690,644,721,739,446.34375,223.61111111111111,466.396875,256.59722222222223,56.60409164428711,8.931285
37,human,723,642,756,739,467.690625,222.91666666666663,489.0375,256.59722222222223,55.93911743164063,8.931285
37,human,780,643,815,737,504.5625,223.26388888888889,527.203125,255.9027777777778,57.80227279663086,8.931285
37,car,908,670,968,719,587.3625,232.63888888888889,626.175,249.65277777777777,99.55469512939452,8.931285
37,car,1217,673,1316,729,787.246875,233.6805555555556,851.2875,253.12500000000003,82.69918060302734,8.931285
37,car,0,536,594,977,0.0,186.11111111111111,384.24375,339.23611111111114,4.1080827713012695,8.931285
38,human,722,641,756,739,467.04375,222.56944444444449,489.0375,256.59722222222223,55.79927062988281,11.543392
38,human,686,637,721,742,443.75625,221.1805555555556,466.396875,257.63888888888886,52.35040664672852,11.543392
38,human,781,643,816,737,505.209375,223.26388888888889,527.85,255.9027777777778,57.78831481933594,11.543392
38,car,907,668,970,718,586.715625,231.94444444444443,627.46875,249.3055555555556,99.71379852294922,11.543392
38,car,1221,677,1319,728,789.834375,235.06944444444449,853.2281250000001,252.77777777777777,89.0603256225586,11.543392
38,car,0,511,572,982,0.0,177.43055555555554,370.0125,340.97222222222223,4.172184944152832,11.543392
39,human,771,646,802,735,498.740625,224.3055555555556,518.79375,255.2083333333333,61.14147186279297,12.532376
39,car,1118,674,1161,702,723.20625,234.0277777777778,751.021875,243.75,180.2932281494141,12.532376
39,human,688,642,719,738,445.05,222.91666666666663,465.103125,256.25,57.1055908203125,12.532376
39,human,783,644,814,737,506.503125,223.61111111111111,526.55625,255.9027777777778,57.81000518798828,12.532376
39,human,722,642,751,736,467.04375,222.91666666666663,485.803125,255.5555555555556,58.80636215209961,12.532376
39,car,908,667,970,718,587.3625,231.59722222222223,627.46875,249.3055555555556,98.1407470703125,12.532376
39,car,1227,674,1321,729,793.7156249999999,234.0277777777778,854.5218749999999,253.12500000000003,83.5440444946289,12.532376
39,car,0,507,558,1000,0.0,176.04166666666666,360.95625,347.22222222222223,2.0621917247772217,12.532376
40,human,685,639,720,736,443.109375,221.875,465.75,255.5555555555556,59.79160690307617,14.246702
40,human,779,646,811,738,503.915625,224.3055555555556,524.615625,256.25,57.48136138916016,14.246702
40,human,721,639,751,735,466.396875,221.875,485.803125,255.2083333333333,59.106422424316406,14.246702
40,car,908,666,972,717,587.3625,231.25,628.7624999999999,248.9583333333333,99.87501525878906,14.246702
40,car,1220,677,1324,728,789.1875,235.06944444444449,856.4625,252.77777777777777,88.97770690917969,14.246702
40,car,0,501,543,1010,0.0,173.95833333333334,351.253125,350.69444444444446,0.9192588329315186,14.246702
41,car,1120,675,1163,702,724.5,234.375,752.315625,243.75,182.5176239013672,13.182991
41,human,718,639,748,737,464.45625,221.875,483.8625,255.9027777777778,57.03705978393555,13.182991
41,human,779,644,812,740,503.915625,223.61111111111111,525.2625,256.94444444444446,54.52496719360352,13.182991
41,human,684,639,718,741,442.4625,221.875,464.45625,257.2916666666667,53.74358749389648,13.182991
41,car,909,667,974,717,588.009375,231.59722222222223,630.0562500000001,248.9583333333333,101.48895263671876,13.182991
41,car,1222,677,1326,728,790.48125,235.06944444444449,857.75625,252.77777777777777,88.93233489990234,13.182991
41,car,0,480,533,1037,0.0,166.66666666666666,344.78437499999995,360.0694444444444,-1.8866569995880127,13.182991
42,human,768,647,796,736,496.8,224.65277777777777,514.9125,255.5555555555556,60.09635543823242,12.143889
42,human,683,643,714,737,441.815625,223.26388888888889,461.86875,255.9027777777778,58.49114608764648,12.143889
42,human,786,644,815,738,508.44375,223.61111111111111,527.203125,256.25,56.40024948120117,12.143889
42,human,716,636,748,735,463.1625,220.8333333333333,483.8625,255.2083333333333,58.95441436767578,12.143889
42,car,907,668,974,718,586.715625,231.94444444444443,630.0562500000001,249.3055555555556,99.79134368896484,12.143889
42,car,1225,676,1326,727,792.421875,234.7222222222222,857.75625,252.4305555555556,89.29634094238281,12.143889
42,car,3,479,525,1054,1.940625,166.31944444444446,339.609375,365.97222222222223,-3.92884373664856,12.143889
43,human,771,644,800,739,498.740625,223.61111111111111,517.5,256.59722222222223,55.45932388305664,11.584902
43,human,713,637,747,735,461.221875,221.1805555555556,483.215625,255.2083333333333,59.90495300292969,11.584902
43,human,679,641,714,738,439.228125,222.56944444444449,461.86875,256.25,57.36734390258789,11.584902
43,human,783,640,814,739,506.503125,222.2222222222222,526.55625,256.59722222222223,54.41312026977539,11.584902
43,car,909,670,971,719,588.009375,232.63888888888889,628.115625,249.65277777777777,99.6139144897461,11.584902
43,car,1230,674,1330,727,795.65625,234.0277777777778,860.34375,252.4305555555556,86.60720825195312,11.584902
43,car,0,469,503,1046,0.0,162.8472222222222,325.37812499999995,363.19444444444446,-2.9850571155548096,11.584902
44,human,769,645,798,738,497.446875,223.9583333333333,516.2062500000001,256.25,56.970497131347656,10.885163
44,human,678,641,711,739,438.58125,222.56944444444449,459.928125,256.59722222222223,56.16847229003906,10.885163
44,human,710,635,745,734,459.28125,220.4861111111111,481.921875,254.8611111111111,62.1048583984375,10.885163
44,human,784,639,815,740,507.15,221.875,527.203125,256.94444444444446,53.07136154174805,10.885163
44,car,914,671,970,719,591.24375,232.9861111111112,627.46875,249.65277777777777,101.1739273071289,10.885163
44,car,1228,674,1333,729,794.3625,234.0277777777778,862.284375,253.12500000000003,83.52639770507812,10.885163
44,car,0,471,482,1022,0.0,163.54166666666666,311.79375,354.8611111111111,-0.4200088679790497,10.885163
45,human,759,643,793,740,490.978125,223.26388888888889,512.971875,256.94444444444446,54.68341064453125,10.958391
45,human,708,637,744,734,457.9875,221.1805555555556,481.275,254.8611111111111,63.10783004760742,10.958391
45,human,784,640,815,738,507.15,222.2222222222222,527.203125,256.25,55.48897171020508,10.958391
45,human,677,642,711,739,437.934375,222.91666666666663,459.928125,256.59722222222223,56.5102653503418,10.958391
45,car,912,669,974,718,589.9499999999999,232.29166666666669,630.0562500000001,249.3055555555556,101.3707504272461,10.958391
45,car,0,459,462,1003,0.0,159.375,298.85625,348.2638888888889,0.4751518070697784,10.958391
45,car,1230,674,1336,729,795.65625,234.0277777777778,864.2249999999999,253.12500000000003,83.53231048583984,10.958391
46,car,1127,674,1164,699,729.028125,234.0277777777778,752.9625,242.7083333333333,192.14718627929688,10.770813
46,human,757,647,786,735,489.6843750000001,224.65277777777777,508.44375,255.2083333333333,61.518821716308594,10.770813
46,human,707,635,742,733,457.340625,220.4861111111111,479.9812500000001,254.51388888888889,64.52613830566406,10.770813
46,human,784,641,814,738,507.15,222.56944444444449,526.55625,256.25,55.6320686340332,10.770813
46,human,675,635,710,742,436.640625,220.4861111111111,459.28125,257.63888888888886,51.96067428588867,10.770813
46,car,0,440,447,997,0.0,152.77777777777777,289.153125,346.18055555555554,-0.6149284839630127,10.770813
46,car,911,667,976,718,589.303125,231.59722222222223,631.3499999999999,249.3055555555556,98.2602310180664,10.770813
46,car,1232,674,1340,729,796.95,234.0277777777778,866.8125,253.12500000000003,83.5362548828125,10.770813
47,human,756,646,786,735,489.0375,224.3055555555556,508.44375,255.2083333333333,61.23027038574219,11.556252
47,human,784,642,813,738,507.15,222.91666666666663,525.9093750000001,256.25,55.78153991699219,11.556252
47,human,702,635,741,734,454.10625,220.4861111111111,479.334375,254.8611111111111,62.96703338623047,11.556252
47,human,669,637,703,741,432.759375,221.1805555555556,454.753125,257.2916666666667,53.386837005615234,11.556252
47,car,0,445,418,993,0.0,154.51388888888889,270.39375,344.79166666666663,-0.857795000076294,11.556252
47,car,911,666,977,718,589.303125,231.25,631.996875,249.3055555555556,96.83849334716795,11.556252
47,car,1233,674,1342,729,797.5968750000001,234.0277777777778,868.10625,253.12500000000003,83.5382308959961,11.556252
48,human,702,638,738,735,454.10625,221.5277777777778,477.39375,255.2083333333333,61.38241195678711,12.242889
48,human,754,648,786,736,487.74375,225.0,508.44375,255.5555555555556,60.96003723144531,12.242889
48,human,666,640,701,741,430.81875,222.2222222222222,453.459375,257.2916666666667,54.234375,12.242889
