frame,label,xmin,ymin,xmax,ymax,scaled_xmin,scaled_ymin,scaled_xmax,scaled_ymax,distance,Speed
11,car,1770,723,1918,915,1144.96875,251.04166666666663,1240.70625,317.7083333333333,20.07671356201172,6.1181226
11,car,893,719,1003,806,577.659375,249.65277777777777,648.815625,279.86111111111114,86.73680114746094,6.1181226
11,car,1489,749,1651,845,963.196875,260.06944444444446,1067.990625,293.40277777777777,48.26074600219727,6.1181226
12,car,697,713,784,806,450.8718750000001,247.56944444444449,507.15,279.86111111111114,81.54177856445312,5.573942
12,car,0,668,262,849,0.0,231.94444444444443,169.48125,294.7916666666667,47.98382568359375,5.573942
12,car,570,707,731,829,368.71875,245.48611111111111,472.865625,287.84722222222223,56.25497055053711,5.573942
12,car,1644,756,1811,874,1063.4625,262.5,1171.490625,303.47222222222223,34.238494873046875,5.573942
12,car,1781,726,1918,913,1152.084375,252.0833333333333,1240.70625,317.01388888888886,20.17748641967773,5.573942
12,car,891,719,1005,808,576.365625,249.65277777777777,650.109375,280.55555555555554,81.2468490600586,5.573942
12,car,1496,751,1660,844,967.725,260.7638888888889,1073.8125,293.05555555555554,49.20054626464844,5.573942
13,car,696,713,783,803,450.225,247.56944444444449,506.503125,278.8194444444444,86.21782684326172,6.4069104
13,car,0,669,234,847,0.0,232.29166666666669,151.36875,294.09722222222223,49.91978073120117,6.4069104
13,car,1792,725,1920,910,1159.2,251.73611111111111,1242.0,315.97222222222223,20.36177635192871,6.4069104
13,car,569,708,739,826,368.071875,245.8333333333333,478.040625,286.80555555555554,59.41569519042969,6.4069104
13,car,1651,757,1818,877,1067.990625,262.84722222222223,1176.01875,304.51388888888886,33.24684143066406,6.4069104
13,car,891,720,1007,808,576.365625,250.0,651.403125,280.55555555555554,82.36164855957031,6.4069104
13,car,1503,751,1664,846,972.253125,260.7638888888889,1076.4,293.75,48.165321350097656,6.4069104
14,car,694,712,789,808,448.93125,247.2222222222222,510.384375,280.55555555555554,77.56277465820312,6.692759
14,car,0,671,232,854,0.0,232.9861111111112,150.075,296.52777777777777,43.87296676635742,6.692759
14,car,1805,726,1920,908,1167.609375,252.0833333333333,1242.0,315.27777777777777,20.432451248168945,6.692759
14,car,559,707,739,831,361.603125,245.48611111111111,478.040625,288.5416666666667,52.53303146362305,6.692759
14,car,1663,758,1822,879,1075.753125,263.19444444444446,1178.60625,305.2083333333333,32.63359832763672,6.692759
14,car,892,721,1009,809,577.0125,250.34722222222223,652.696875,280.90277777777777,80.92854309082031,6.692759
14,car,1502,754,1674,849,971.60625,261.80555555555554,1082.86875,294.7916666666667,46.90039443969727,6.692759
15,car,695,712,788,808,449.578125,247.2222222222222,509.7375,280.55555555555554,77.62545776367188,7.0759907
15,car,1819,722,1920,908,1176.665625,250.69444444444443,1242.0,315.27777777777777,20.09455680847168,7.0759907
15,car,2,667,218,849,1.29375,231.59722222222223,141.01875,294.7916666666667,48.50185775756836,7.0759907
15,car,1671,757,1834,881,1080.928125,262.84722222222223,1186.36875,305.90277777777777,31.705602645874023,7.0759907
15,car,557,706,746,830,360.309375,245.13888888888889,482.56875,288.19444444444446,53.34548568725586,7.0759907
15,car,894,722,1009,808,578.30625,250.69444444444443,652.696875,280.55555555555554,85.16748046875,7.0759907
15,car,1506,754,1682,849,974.19375,261.80555555555554,1088.04375,294.7916666666667,46.79631423950195,7.0759907
16,car,693,713,787,806,448.284375,247.56944444444449,509.0906250000001,279.86111111111114,81.44966888427734,7.2622576
16,car,1828,724,1918,913,1182.4875,251.38888888888889,1240.70625,317.01388888888886,19.342973709106445,7.2622576
16,car,895,724,1008,808,578.953125,251.38888888888889,652.0500000000001,280.55555555555554,87.7119140625,7.2622576
16,car,558,709,731,832,360.95625,246.1805555555556,472.865625,288.8888888888889,51.953800201416016,7.2622576
16,car,1,665,206,855,0.646875,230.90277777777777,133.25625,296.875,42.99319839477539,7.2622576
16,car,1673,755,1852,883,1082.221875,262.15277777777777,1198.0125,306.59722222222223,30.638378143310547,7.2622576
16,car,1514,754,1689,852,979.36875,261.80555555555554,1092.571875,295.8333333333333,45.19712829589844,7.2622576
17,car,1836,726,1918,918,1187.6625,252.0833333333333,1240.70625,318.75,18.72552299499512,7.1471243
17,car,690,711,789,813,446.34375,246.875,510.384375,282.2916666666667,73.08280181884766,7.1471243
17,car,1692,760,1874,885,1094.5125,263.8888888888889,1212.24375,307.2916666666667,30.89455795288086,7.1471243
17,car,895,725,1008,808,578.953125,251.73611111111111,652.0500000000001,280.55555555555554,88.7570571899414,7.1471243
17,car,556,709,722,831,359.6625,246.1805555555556,467.04375,288.5416666666667,53.68213653564453,7.1471243
17,car,0,668,194,854,0.0,231.94444444444443,125.49375,296.52777777777777,44.3481559753418,7.1471243
17,car,1521,755,1698,854,983.896875,262.15277777777777,1098.39375,296.52777777777777,44.18764877319336,7.1471243
18,car,1852,742,1919,918,1198.0125,257.63888888888886,1241.353125,318.75,18.931379318237305,5.4448147
18,car,692,712,787,814,447.6375,247.2222222222222,509.0906250000001,282.63888888888886,72.30943298339844,5.4448147
18,car,0,663,181,868,0.0,230.2083333333333,117.084375,301.3888888888889,35.49467849731445,5.4448147
18,car,552,709,731,834,357.075,246.1805555555556,472.865625,289.58333333333337,49.51719665527344,5.4448147
18,car,897,725,1008,811,580.2468749999999,251.73611111111111,652.0500000000001,281.59722222222223,80.48075103759766,5.4448147
18,car,1527,758,1708,858,987.778125,263.19444444444446,1104.8625,297.91666666666663,42.199493408203125,5.4448147
18,car,1697,757,1884,890,1097.746875,262.84722222222223,1218.7125,309.02777777777777,28.504547119140625,5.4448147
19,car,698,713,786,813,451.51875,247.56944444444449,508.44375,282.2916666666667,72.7655258178711,5.4170594
19,car,1859,753,1919,913,1202.540625,261.4583333333333,1241.353125,317.01388888888886,20.201379776000977,5.4170594
19,car,0,666,156,865,0.0,231.25,100.9125,300.34722222222223,37.290802001953125,5.4170594
19,car,896,728,1009,812,579.6,252.77777777777777,652.696875,281.94444444444446,80.4608383178711,5.4170594
19,car,545,708,738,836,352.546875,245.8333333333333,477.39375,290.27777777777777,47.12045669555664,5.4170594
19,car,1531,757,1711,859,990.365625,262.84722222222223,1106.803125,298.2638888888889,40.988243103027344,5.4170594
19,car,1703,758,1888,890,1101.628125,263.19444444444446,1221.3,309.02777777777777,28.66937065124512,5.4170594
20,car,763,714,850,792,493.565625,247.91666666666663,549.84375,275.0,112.7086181640625,5.2591295
20,car,1871,765,1919,922,1210.303125,265.625,1241.353125,320.1388888888889,19.682910919189453,5.2591295
20,car,691,714,784,816,446.990625,247.91666666666663,507.15,283.3333333333333,70.44923400878906,5.2591295
20,car,0,664,144,864,0.0,230.5555555555556,93.15,300.0,37.6257438659668,5.2591295
20,car,895,730,1007,814,578.953125,253.47222222222223,651.403125,282.63888888888886,77.45367431640625,5.2591295
20,car,1710,761,1900,891,1106.15625,264.2361111111111,1229.0625,309.375,28.83864402770996,5.2591295
20,car,541,709,730,838,349.959375,246.1805555555556,472.21875,290.97222222222223,46.333106994628906,5.2591295
20,car,1537,757,1719,861,994.246875,262.84722222222223,1111.978125,298.95833333333337,39.40608215332031,5.2591295
21,car,839,733,905,782,542.728125,254.51388888888889,585.421875,271.52777777777777,169.7113037109375,6.3598676
21,car,696,715,782,817,450.225,248.2638888888889,505.85625,283.6805555555556,70.0265121459961,6.3598676
21,car,0,663,123,868,0.0,230.2083333333333,79.565625,301.3888888888889,32.79819869995117,6.3598676
21,car,896,730,1008,815,579.6,253.47222222222223,652.0500000000001,282.98611111111114,74.63226318359375,6.3598676
21,car,538,709,727,843,348.01875,246.1805555555556,470.2781250000001,292.7083333333333,44.13924407958984,6.3598676
21,car,1540,759,1727,862,996.1875,263.54166666666663,1117.153125,299.30555555555554,39.45298767089844,6.3598676
21,car,1726,763,1920,904,1116.50625,264.93055555555554,1242.0,313.88888888888886,25.366384506225582,6.3598676
22,car,840,732,905,779,543.375,254.16666666666669,585.421875,270.48611111111114,174.28074645996094,6.9248147
22,car,687,715,782,815,444.403125,248.2638888888889,505.85625,282.98611111111114,70.83491516113281,6.9248147
22,car,897,730,1008,815,580.2468749999999,253.47222222222223,652.0500000000001,282.98611111111114,74.57801818847656,6.9248147
22,car,536,709,727,844,346.725,246.1805555555556,470.2781250000001,293.05555555555554,43.627685546875,6.9248147
22,car,1544,759,1733,863,998.775,263.54166666666663,1121.034375,299.65277777777777,38.67537689208984,6.9248147
22,car,1724,761,1917,900,1115.2125,264.2361111111111,1240.059375,312.5,26.16050338745117,6.9248147
23,car,682,715,785,819,441.1687500000001,248.2638888888889,507.796875,284.375,67.73090362548828,6.843575
23,car,527,712,723,843,340.903125,247.2222222222222,467.690625,292.7083333333333,44.10042953491211,6.843575
23,car,900,730,1010,816,582.1875,253.47222222222223,653.34375,283.3333333333333,71.9524154663086,6.843575
23,car,1547,759,1742,865,1000.715625,263.54166666666663,1126.85625,300.34722222222223,37.15528869628906,6.843575
23,car,1734,762,1920,906,1121.68125,264.58333333333337,1242.0,314.5833333333333,24.724210739135746,6.843575
24,car,772,716,852,799,499.3875000000001,248.61111111111111,551.1374999999999,277.43055555555554,100.83655548095705,6.585924
24,car,678,716,781,814,438.58125,248.61111111111111,505.209375,282.63888888888886,71.07373046875,6.585924
24,car,525,712,725,850,339.609375,247.2222222222222,468.984375,295.1388888888889,40.48582077026367,6.585924
24,car,901,731,1012,816,582.834375,253.81944444444443,654.6375,283.3333333333333,73.0550308227539,6.585924
24,car,1554,760,1753,864,1005.24375,263.8888888888889,1133.971875,300.0,38.39757537841797,6.585924
24,car,1741,764,1920,907,1126.209375,265.27777777777777,1242.0,314.93055555555554,24.68851089477539,6.585924
25,car,901,732,1010,816,582.834375,254.16666666666669,653.34375,283.3333333333333,74.26322937011719,6.843631
25,car,676,715,786,818,437.2875,248.2638888888889,508.44375,284.02777777777777,68.6061782836914,6.843631
25,car,1564,761,1762,864,1011.7125,264.2361111111111,1139.79375,300.0,38.76098251342773,6.843631
25,car,520,712,720,850,336.375,247.2222222222222,465.75,295.1388888888889,40.49106216430664,6.843631
25,car,1744,768,1919,916,1128.15,266.6666666666667,1241.353125,318.05555555555554,23.06777000427246,6.843631
26,car,675,715,782,816,436.640625,248.2638888888889,505.85625,283.3333333333333,70.00243377685547,6.433308
26,car,901,732,1010,816,582.834375,254.16666666666669,653.34375,283.3333333333333,74.26322937011719,6.433308
26,car,1573,763,1772,867,1017.534375,264.93055555555554,1146.2625,301.0416666666667,37.13785934448242,6.433308
26,car,512,715,725,854,331.2,248.2638888888889,468.984375,296.52777777777777,37.95390701293945,6.433308
26,car,1756,768,1917,916,1135.9125,266.6666666666667,1240.059375,318.05555555555554,22.805389404296875,6.433308
27,car,767,715,850,802,496.153125,248.2638888888889,549.84375,278.47222222222223,91.77159881591795,6.6624446
27,car,670,714,786,818,433.40625,247.91666666666663,508.44375,284.02777777777777,68.500244140625,6.6624446
27,car,901,730,1010,816,582.834375,253.47222222222223,653.34375,283.3333333333333,71.8973617553711,6.6624446
27,car,1574,761,1780,869,1018.18125,264.2361111111111,1151.4375,301.7361111111111,35.98237609863281,6.6624446
27,car,1767,766,1920,913,1143.028125,265.97222222222223,1242.0,317.01388888888886,23.005823135375977,6.6624446
27,car,508,710,715,853,328.6125,246.5277777777778,462.515625,296.1805555555556,38.886077880859375,6.6624446
28,car,767,713,850,804,496.153125,247.56944444444449,549.84375,279.1666666666667,85.9275894165039,7.1292357
28,car,670,714,788,822,433.40625,247.91666666666663,509.7375,285.41666666666663,64.19577026367188,7.1292357
28,car,900,730,1012,816,582.1875,253.47222222222223,654.6375,283.3333333333333,72.0804672241211,7.1292357
28,car,1776,765,1920,909,1148.85,265.625,1242.0,315.625,23.758136749267575,7.1292357
28,car,506,709,713,855,327.31875,246.1805555555556,461.221875,296.875,37.958438873291016,7.1292357
28,car,1578,763,1790,870,1020.76875,264.93055555555554,1157.90625,302.0833333333333,35.82441329956055,7.1292357
29,car,673,715,773,820,435.346875,248.2638888888889,500.034375,284.72222222222223,66.54187774658203,8.170952
29,car,900,730,1012,816,582.1875,253.47222222222223,654.6375,283.3333333333333,72.0804672241211,8.170952
29,car,1789,766,1920,911,1157.259375,265.97222222222223,1242.0,316.31944444444446,23.105016708374023,8.170952
29,car,1588,762,1799,873,1027.2375,264.58333333333337,1163.728125,303.125,34.92412185668945,8.170952
29,car,502,710,708,855,324.73125000000005,246.5277777777778,457.9875,296.875,37.89366912841797,8.170952
30,car,763,715,853,808,493.565625,248.2638888888889,551.784375,280.55555555555554,80.17032623291016,8.809576
30,car,663,716,770,824,428.878125,248.61111111111111,498.09375,286.1111111111111,61.88228225708008,8.809576
30,car,899,730,1010,815,581.540625,253.47222222222223,653.34375,282.98611111111114,74.58048248291016,8.809576
30,car,1796,765,1920,912,1161.7875,265.625,1242.0,316.6666666666667,22.64907455444336,8.809576
30,car,1591,761,1802,872,1029.178125,264.2361111111111,1165.66875,302.77777777777777,35.15313720703125,8.809576
30,car,494,708,700,857,319.55625,245.8333333333333,452.8125,297.56944444444446,37.14229965209961,8.809576
31,car,764,712,849,805,494.2125,247.2222222222222,549.196875,279.51388888888886,82.91686248779297,7.8641353
31,car,662,715,778,823,428.23125,248.2638888888889,503.26875,285.7638888888889,62.754981994628906,7.8641353
31,car,900,734,1013,816,582.1875,254.8611111111111,655.284375,283.3333333333333,77.03221130371094,7.8641353
31,car,1808,765,1920,914,1169.55,265.625,1242.0,317.36111111111114,22.008338928222656,7.8641353
31,car,491,708,700,859,317.615625,245.8333333333333,452.8125,298.2638888888889,36.12299346923828,7.8641353
31,car,1597,758,1822,875,1033.059375,263.19444444444446,1178.60625,303.81944444444446,34.1044807434082,7.8641353
32,car,760,713,855,810,491.625,247.56944444444449,553.078125,281.25,77.07231903076172,7.158702
32,car,662,713,781,819,428.23125,247.56944444444449,505.209375,284.375,67.67388916015625,7.158702
32,car,902,731,1013,814,583.48125,253.81944444444443,655.284375,282.63888888888886,78.72374725341797,7.158702
32,car,1816,763,1920,912,1174.725,264.93055555555554,1242.0,316.6666666666667,22.13566017150879,7.158702
32,car,486,707,702,859,314.38125,245.48611111111111,454.10625,298.2638888888889,36.07961654663086,7.158702
32,car,1600,761,1825,874,1035.0,264.2361111111111,1180.546875,303.47222222222223,34.585384368896484,7.158702
33,car,761,711,850,807,492.271875,246.875,549.84375,280.2083333333333,79.34906005859375,6.9968
33,car,658,712,779,819,425.64375,247.2222222222222,503.915625,284.375,67.89404296875,6.9968
33,car,1826,766,1920,907,1181.19375,265.97222222222223,1242.0,314.93055555555554,23.70754623413086,6.9968
33,car,903,730,1012,814,584.1281250000001,253.47222222222223,654.6375,282.63888888888886,77.50983428955078,6.9968
33,car,1608,761,1839,873,1040.175,264.2361111111111,1189.603125,303.125,34.881492614746094,6.9968
33,car,479,708,698,860,309.853125,245.8333333333333,451.51875,298.6111111111111,35.470741271972656,6.9968
34,car,764,710,851,805,494.2125,246.5277777777778,550.490625,279.51388888888886,81.29082489013672,5.6288214
34,car,656,711,783,821,424.35,246.875,506.503125,285.06944444444446,65.99898529052734,5.6288214
34,car,904,730,1013,814,584.775,253.47222222222223,655.284375,282.63888888888886,77.51278686523438,5.6288214
34,car,1838,764,1920,913,1188.95625,265.27777777777777,1242.0,317.01388888888886,21.64044570922852,5.6288214
34,car,1610,761,1848,877,1041.46875,264.2361111111111,1195.425,304.51388888888886,33.73454284667969,5.6288214
34,car,471,708,700,862,304.678125,245.8333333333333,452.8125,299.30555555555554,34.33789825439453,5.6288214
35,car,759,709,850,805,490.978125,246.1805555555556,549.84375,279.51388888888886,80.4117431640625,4.2654138
35,car,648,715,759,823,419.175,248.2638888888889,490.978125,285.7638888888889,62.7149543762207,4.2654138
35,car,903,730,1010,812,584.1281250000001,253.47222222222223,653.34375,281.94444444444446,82.88873291015625,4.2654138
35,car,1846,769,1920,911,1194.13125,267.01388888888886,1242.0,316.31944444444446,22.64205741882324,4.2654138
35,car,465,706,698,863,300.796875,245.13888888888889,451.51875,299.65277777777777,33.96730041503906,4.2654138
35,car,1619,758,1863,877,1047.290625,263.19444444444446,1205.128125,304.51388888888886,33.542945861816406,4.2654138
36,car,754,710,849,807,487.74375,246.5277777777778,549.196875,280.2083333333333,78.90000915527344,3.4767325
36,car,644,714,762,825,416.5875,247.91666666666663,492.91875,286.4583333333333,60.936798095703125,3.4767325
36,car,1851,770,1920,910,1197.365625,267.3611111111111,1242.0,315.97222222222223,23.04561424255371,3.4767325
36,car,902,727,1013,813,583.48125,252.4305555555556,655.284375,282.2916666666667,76.6004409790039,3.4767325
36,car,1627,759,1868,878,1052.465625,263.54166666666663,1208.3625,304.86111111111114,33.35337448120117,3.4767325
36,car,458,708,702,867,296.26875,245.8333333333333,454.10625,301.0416666666667,31.80830955505371,3.4767325
37,car,1863,773,1920,903,1205.128125,268.40277777777777,1242.0,313.5416666666667,25.71479606628418,2.9185927
37,car,751,707,849,807,485.803125,245.48611111111111,549.196875,280.2083333333333,78.50677490234375,2.9185927
37,car,648,711,766,824,419.175,246.875,495.50625,286.1111111111111,62.5982666015625,2.9185927
37,car,901,727,1013,812,582.834375,252.4305555555556,655.284375,281.94444444444446,79.48196411132812,2.9185927
37,car,451,703,690,866,291.740625,244.09722222222223,446.34375,300.69444444444446,32.97234344482422,2.9185927
37,car,1635,755,1888,879,1057.640625,262.15277777777777,1221.3,305.2083333333333,32.31843948364258,2.9185927
38,car,1881,781,1920,911,1216.771875,271.18055555555554,1242.0,316.31944444444446,24.19819641113281,3.0382733
38,car,754,705,849,805,487.74375,244.79166666666663,549.196875,279.51388888888886,80.09423828125,3.0382733
38,car,647,709,766,824,418.528125,246.1805555555556,495.50625,286.1111111111111,63.176177978515625,3.0382733
38,car,902,726,1013,811,583.48125,252.0833333333333,655.284375,281.59722222222223,81.37091827392578,3.0382733
38,car,444,699,687,868,287.21250000000003,242.7083333333333,444.403125,301.3888888888889,32.64640045166016,3.0382733
38,car,1636,757,1884,878,1058.2875,262.84722222222223,1218.7125,304.86111111111114,33.11006164550781,3.0382733
39,car,751,704,848,806,485.803125,244.44444444444449,548.55,279.86111111111114,80.07686614990234,2.9765298
39,car,640,709,760,824,414.0,246.1805555555556,491.625,286.1111111111111,63.22861099243164,2.9765298
39,car,901,724,1013,810,582.834375,251.38888888888889,655.284375,281.25,82.11683654785156,2.9765298
39,car,1642,759,1899,883,1062.16875,263.54166666666663,1228.415625,306.59722222222223,31.7028751373291,2.9765298
39,car,439,699,684,867,283.978125,242.7083333333333,442.4625,301.0416666666667,32.98981475830078,2.9765298
40,car,753,703,846,802,487.096875,244.09722222222223,547.25625,278.47222222222223,82.55917358398438,3.5953112
40,car,636,709,754,827,411.4125,246.1805555555556,487.74375,287.15277777777777,59.94790649414063,3.5953112
40,car,901,724,1012,809,582.834375,251.38888888888889,654.6375,280.90277777777777,84.95423889160156,3.5953112
40,car,433,703,678,870,280.096875,244.09722222222223,438.58125,302.0833333333333,31.1727237701416,3.5953112
40,car,1650,757,1911,886,1067.34375,262.84722222222223,1236.178125,307.6388888888889,30.187883377075195,3.5953112
41,car,838,729,900,779,542.08125,253.12500000000003,582.1875,270.48611111111114,168.9738311767578,4.1905923
41,car,748,703,844,807,483.8625,244.09722222222223,545.9625,280.2083333333333,79.98262786865234,4.1905923
41,car,631,707,755,828,408.178125,245.48611111111111,488.390625,287.5,58.82764053344727,4.1905923
41,car,899,727,1009,810,581.540625,252.4305555555556,652.696875,281.25,85.2479248046875,4.1905923
41,car,419,702,678,872,271.040625,243.75,438.58125,302.77777777777777,30.732738494873047,4.1905923
41,car,1656,756,1918,883,1071.225,262.5,1240.70625,306.59722222222223,31.078060150146484,4.1905923
42,car,839,731,901,780,542.728125,253.81944444444443,582.834375,270.8333333333333,170.57034301757812,5.9563594
